Id,Name,MajorId,EMark,AMark,SchoolId,EYear,LStatus,EForm
12132995,H? Duy An,7480201C,20.5,6.5100002,3934,2012,3,2
12132996,Tr?n Qu?nh Tú,7510402,29.75,0.67000002,3444,2012,1,2
12132997,Ngô M?nh Nhi,7510205C,17.75,7.8499999,382,2012,3,1
12132998,Ph?m V? Giang,7510202C,21.5,4.6300001,3801,2012,1,2
12132999,Ph?m Ái Mai,7510205C,20.5,5.5999999,2721,2012,2,1
12133000,V? Kh?i Lan,7510209,26.25,0.76999998,375,2012,1,2
12133001,Lê V? Hoa,7540101C,16.5,9.29,518,2012,4,3
12133002,Ph?m Qu?nh Lâm,7510406,24.5,2.54,3713,2012,2,3
12133003,Ph?m V? L?i,7510202N,27.5,5.8400002,2892,2012,4,1
12133004,Lý ??c Sang,7480108C,29.25,0.69,3527,2012,4,2
12133005,?? Mai ?ào,7549002,25.25,2.9300001,3177,2012,3,3
12133006,?? V? B?o,7340120,25.75,0.89999998,735,2012,2,1
12133007,Bùi M?nh Ái,7510202C,23.5,8.54,1091,2012,4,2
12133008,Lê Nh? Anh,7510102,29.75,3.8699999,459,2012,4,1
12133009,?? Công Khôi,7549002,20.25,2.3299999,3851,2012,2,2
12133010,V? Thi?n Tú,7580103,15.5,7.29,1817,2012,1,2
12133011,?? Gia Châu,1510201C,25.75,5.3899999,2160,2012,2,1
12133012,Hu?nh Duy Sinh,7510402,15.5,2.5799999,3519,2012,3,1
12133013,??ng Vân Long,7510203C,23.25,4.46,3728,2012,2,2
12133014,Phan Nh? Thành,1510201C,27.75,9.5799999,1542,2012,3,1
12133015,Bùi Thành Anh,7480201A,19.25,2.52,286,2012,3,2
12133016,Nguy?n Hoài Phong,7510102C,18.75,0.56999999,2801,2012,3,3
12133017,?? Tu?n Khoa,7340301,27.75,2.2,1403,2012,3,2
12133018,?? An Thành,7580103,25.5,3.45,1987,2012,1,3
12133019,Hu?nh Vân Kh?i,7510301,16.5,0.73000002,3107,2012,3,2
12133020,Lý Gia ?oan,7510205,25.5,8.3900003,2266,2012,4,2
12133021,D??ng Tu?n Lam,7220201,26.25,9.9700003,210,2012,1,3
12133022,Tr?n Th?y Ph??ng,7510605,24.75,9.3299999,3688,2012,4,2
12133023,V? Xuân Di?m,7510303A,16.25,3.01,1066,2012,1,3
12133024,?? Th?o Lan,7510203C,26.5,8.3500004,362,2012,1,1
12133025,V? M?nh Khuê,7340301,29.5,6.0300002,667,2012,2,2
12133026,D??ng Th?y Hoàng,7510203C,27.25,4.1599998,4026,2012,3,2
12133027,Hoàng Công Di?m,7510202,20.5,9.75,374,2012,4,2
12133028,Phan V?  Tài,7510301,28.5,3.0799999,1145,2012,3,1
12133029,Ngô Huy Long,7510402,16.75,8.2799997,3649,2012,2,1
12133030,Ph?m Gia Tín,7510302C,28.25,3.9200001,2780,2012,1,3
12133031,D??ng B?o Tri?u,7510303A,20.75,0.64999998,1622,2012,2,2
12133032,Bùi Thanh Hoàng,7220201,22.25,9.4300003,760,2012,2,1
12133033,H? Nh?t Long,7340120,15.25,1.55,3913,2012,1,1
12133034,D??ng Hoài Lam,7540209C,17.75,4.9099998,3585,2012,3,3
12133035,V? Huy Hông,7510601A,24.25,5.5500002,2991,2012,4,1
12133036,V? B?o Hông,7480201A,20.25,1.83,451,2012,2,1
12133037,Ngô ??c Minh,7540101,25.5,8.46,1648,2012,2,2
12133038,Nguy?n Kh?i Thành,7510303A,20.75,9.5100002,2342,2012,2,1
12133039,Nguy?n Huy Th?ch,1510201C,17.25,7.9400001,564,2012,2,1
12133040,Tr?n Thi?n Tú,7549002,23.5,6.9299998,2812,2012,1,3
12133041,Tr?n Tu?n Long,7510203,21.5,7.3699999,1132,2012,1,2
12133042,Ngô Công C?nh,7510601,19.5,0.31999999,1972,2012,2,2
12133043,Phan An ??t,7540101A,19.75,5.3400002,59,2012,4,2
12133044,D??ng Nh? Sang,7480108,21.25,2.6300001,749,2012,1,3
12133045,H? Kh?i Khang,7510301A,18.5,6.21,3009,2012,1,1
12133046,Hu?nh Khánh Lâm,7480201C,29.75,6.4000001,3109,2012,3,1
12133047,Ph?m Anh Hòa,7510208,17.5,7.3899999,1174,2012,3,2
12133048,Ph?m Huy H?i,7510205A,15.25,7.02,968,2012,3,3
12133049,Bùi Trâm Ngân,7510206C,18.25,5.54,2088,2012,2,1
12133050,Lê Th?y Mai,7510406,18.5,8.2399998,3678,2012,4,2
12133051,Ph?m Anh H?nh,1510201C,28.5,8.00E-02,2280,2012,2,2
12133052,Lê Hoài Khuê,7510202,27.25,2.1400001,725,2012,1,1
12133053,??ng Qu?nh ?ào,7510801,27.5,8.8900003,2469,2012,4,3
12133054,Nguy?n Th?y Bình,7220201,16.5,1.28,505,2012,3,3
12133055,Nguy?n Thi?n Th?ch,7510302C,16.5,1.22,2858,2012,2,3
12133056,Bùi Hoài ??c,7510202,23.25,5.9000001,1501,2012,1,2
12133057,Ngô Anh Bình,7510301C,24.25,9.54,1931,2012,1,2
12133058,Tr?n ??c Châu,7510102A,15.5,2.7,859,2012,2,3
12133059,Ph?m Vi Bích,7510106,18.5,9.8900003,436,2012,3,1
12133060,??ng Tu?n Hi?n,7480108A,23.75,8.5,71,2012,1,3
12133061,V? Minh Ân,7480108,25.5,9.4899998,2016,2012,2,3
12133062,D??ng Khánh Anh,7510208,26.5,9.3199997,712,2012,1,1
12133063,V? Nh? Dung,7480201A,16.25,0.81,1301,2012,1,1
12133064,Hoàng Th?y Di?m,7510303A,15.25,4.4200001,2112,2012,4,2
12133065,H? Gia L?i,7510801C,19.25,2.79,873,2012,2,1
12133066,Bùi Khánh H?u,7510301,21.75,3.48,1379,2012,4,2
12133067,Bùi Thanh Bích,7510302,28.25,1.3,2540,2012,2,3
12133068,Lý Thi?n M?nh,7510302C,20.5,3.98,1218,2012,1,1
12133069,Ph?m Yên Lam,7510202,26.25,3.1099999,3449,2012,3,2
12133070,Hoàng B?o Khuê,7340122,23.25,3.75,984,2012,1,2
12133071,?? Yên An,7520117,20.75,1.17,52,2012,1,2
12133072,Ngô Yên Tri?u,7510208,16.25,8.6400003,251,2012,3,1
12133073,Ngô Th?y ??c,7510601,28.75,1.88,840,2012,2,3
12133074,Lý Duy Khanh,7480203,16.25,2.53,935,2012,1,2
12133075,Lý V? Hoa,7540101C,20.25,0.5,635,2012,3,3
12133076,?? Xuân ?ào,7510205,18.25,4.2600002,3988,2012,2,1
12133077,Nguy?n Minh ?an,7510302C,25.75,5.73,3293,2012,3,2
12133078,Nguy?n An Dung,7480118,25.25,6.52,816,2012,1,1
12133079,Tr?n Thanh B?ng,7510202N,24.25,5.79,2999,2012,1,1
12133080,Lê Khánh Kh?i,7510201,22.75,4.6799998,2875,2012,4,1
12133081,Ph?m Qu?nh Long,7510202,20.75,9.4700003,2120,2012,1,3
12133082,Hu?nh M?nh Hòa,7480201C,16.25,0.76999998,1320,2012,3,2
12133083,Tr?n ??c Sang,7480108,15.25,0.56,2631,2012,4,1
12133084,Lý Y?n H?i,7580101,17.25,7.9299998,2173,2012,1,3
12133085,Tr?n Thanh Anh,7510801,20.25,2.1700001,1392,2012,2,2
12133086,Ph?m Vân Thành,7510102,24.75,8.2600002,2881,2012,1,2
12133087,Hoàng ?ình Hoa,7340301C,22.5,3.1199999,906,2012,3,2
12133088,Ngô Yên Hoàng,7210404,18.25,0.49000001,4057,2012,4,2
12133089,Bùi H?i Anh,7480108,20.25,7.4299998,1602,2012,4,2
12133090,V? Vi Hà,7580205,22.25,9.2700005,3322,2012,4,2
12133091,Nguy?n Hi?u ?oan,7510209,19.25,1.11,1905,2012,4,3
12133092,D??ng Kh?i Tín,7510209,15.75,6.1300001,1514,2012,4,1
12133093,H? Công Bình,7510202C,18.25,0.63999999,1767,2012,3,3
12133094,Nguy?n Anh Ân,7480201A,27.5,5.7600002,3535,2012,1,3
12133095,Lý Lan Ph??ng,7510601,24.25,1.41,667,2012,2,1
12133096,Lý Anh Tín,7510301,22.25,4.5300002,3702,2012,1,1
12133097,Lê Duy Th?ch,7480118,25.25,4.96,4028,2012,1,3
12133098,Tr?n Nh? Kh?i,7340120,20.5,2.5899999,1693,2012,3,3
12133099,D??ng Tu?n Ái,7510406C,23.25,0.77999997,1137,2012,3,1
12133100,Lê Qu?nh Sinh,7480108,27.5,0.60000002,825,2012,1,3
12133101,Hoàng Y?n Ân,7510202,16.5,6.96,2241,2012,2,2
12133102,Hoàng Nh?t B?ng,7510301A,25.5,6.8299999,1703,2012,2,2
12133103,Ph?m Mai Toàn,7510203C,26.25,5.1700001,1774,2012,1,1
12133104,Hoàng M?nh ?oan,7480203,19.75,7.5799999,3108,2012,3,2
12133105,Hoàng Vi Khuê,7540101,28.75,2.3900001,4014,2012,3,1
12133106,??ng B?o Hòa,7340120,17.75,2.79,2748,2012,3,2
12133107,Nguy?n Thi?n H?nh,7510605,29.75,7.6599998,3291,2012,2,3
12133108,Lý An Nam,7580302,18.25,1.22,825,2012,3,3
12133109,?? M?nh Ph??ng,7510302C,28.25,2,2175,2012,1,3
12133110,D??ng Th?y Hi?n,7510401,22.5,8.3699999,453,2012,1,2
12133111,Ph?m Ái Linh,7510406C,18.25,0.41999999,2886,2012,3,2
12133112,Tr?n An ??t,7510202,27.5,4.0999999,3671,2012,3,3
12133113,Hu?nh Minh Thành,7580103,23.5,1.6900001,2178,2012,2,2
12133114,Nguy?n Hi?u Khoa,1510201C,25.75,2.2,3933,2012,4,1
12133115,??ng Th?o Long,7480108,20.25,8.1300001,14,2012,1,1
12133116,Lý Minh Khuê,7520117,24.75,3.6400001,3323,2012,1,2
12133117,Hu?nh Hoàng L?i,7480118,16.25,7.02,2711,2012,2,1
12133118,Nguy?n V? Anh,7510601A,26.75,9.25,1541,2012,4,1
12133119,D??ng Minh Hoàng,7580302,20.5,7.1100001,1943,2012,3,2
12133120,Ngô Th?o Nam,7510106,22.75,8.0900002,2995,2012,2,3
12133121,V? Th?y Ái,7510406,26.5,4.23,705,2012,2,1
12133122,Tr?n ??c Hông,7340120,24.75,5.5900002,2370,2012,2,3
12133123,D??ng Thành Tri?u,7510303,19.75,0.54000002,3643,2012,2,3
12133124,V? Th?y Di?m,7510401,24.5,7.8699999,2178,2012,4,1
12133125,??ng Ng?c Trung,7510205A,22.75,5.0300002,1607,2012,1,1
12133126,H? Nh?t Hà,7510302,21.25,1.5599999,3590,2012,1,2
12133127,Ngô Nh?t  Tài,7510102A,23.25,7.4200001,591,2012,4,1
12133128,D??ng Vi Nguy?t,7480201,22.75,9.1400003,1145,2012,1,2
12133129,Ph?m Nh?t Giang,7510202A,17.75,5.2399998,381,2012,4,1
12133130,D??ng Kh?i Thành,7510202N,20.5,1.0599999,4033,2012,4,1
12133131,?? Yên S?n,7810202,26.25,1.26,1221,2012,1,1
12133132,Lê Mai Long,7510302C,21.75,3.6800001,3416,2012,3,1
12133133,Hoàng Anh Tri?u,7480108C,27.25,4.3899999,3449,2012,3,1
12133134,Tr?n Ái Bình,7510202C,20.75,4.6300001,2711,2012,2,1
12133135,??ng Lan Phong,7510205,21.5,4.98,706,2012,2,2
12133136,Bùi An ??t,7580205,16.5,2.51,880,2012,2,1
12133137,Hoàng ?ình Hòa,7520212,19.5,4.3899999,3995,2012,1,3
12133138,Lý Nh?t M?nh,7520212,27.75,1.47,7,2012,4,1
12133139,?? Thanh B?ng,7540101A,22.25,4.29,214,2012,3,1
12133140,?? Th?o C?nh,7580205,28.75,8.04,2495,2012,3,3
12133141,Ngô Công Anh,7510303C,29.75,6.5799999,3136,2012,4,1
12133142,??ng B?o M?nh,7510605,20.5,5.1399999,78,2012,2,1
12133143,Bùi Thành H?nh,7540209,23.25,8.8299999,745,2012,2,3
12133144,Lê Thu Toàn,7510206C,21.5,4.96,2489,2012,3,2
12133145,H? Khánh Khang,7210404,24.75,4.1700001,4097,2012,4,2
12133146,Ngô Công Tín,7580103,27.75,9.7200003,2315,2012,4,1
12133147,Hu?nh Thi?n S?n,7340301C,21.5,4.5799999,2688,2012,1,2
12133148,V? Xuân ?ào,7510106,22.75,3.3099999,1708,2012,3,3
12133149,Phan Nh?t ?an,7510205C,26.25,1.74,3739,2012,1,1
12133150,Lê ??c C?nh,7510303A,28.25,2.5799999,2321,2012,1,2
12133151,Tr?n Gia Khang,7340301C,25.5,8.9799995,766,2012,1,3
12133152,Tr?n Thành Hà,7510201A,24.5,9.3400002,1363,2012,3,2
12133153,Ngô Hoàng  Tài,7510102,26.5,4.3800001,531,2012,4,3
12133154,?? Th?y B?o,7510203,21.25,3.99,2697,2012,1,2
12133155,Phan B?o Thành,7510205A,16.75,2.4000001,942,2012,2,2
12133156,Tr?n Xuân Nam,7520212,25.25,0.15000001,1279,2012,1,3
12133157,Lý Thu Trung,7510301,19.25,7.3099999,2846,2012,1,1
12133158,Hu?nh Qu?nh Trung,7140231,29.25,7.54,1851,2012,1,3
12133159,Ph?m Xuân L?c,7480108C,26.5,7.5999999,1950,2012,1,2
12133160,Bùi Qu?nh C?nh,7510203C,23.25,8.9300003,316,2012,3,3
12133161,Tr?n Trâm M?nh,7510102,16.5,0.83999997,2557,2012,4,2
12133162,V? Thành Nam,7480108A,29.5,2.2,2949,2012,4,1
12133163,?? ?ình Lâm,7340301C,19.75,7.4000001,171,2012,3,2
12133164,V? Gia Khuê,7340301C,21.75,3.4100001,2060,2012,2,1
12133165,Ph?m Hi?u Th?ch,7510601,20.75,9.6599998,3862,2012,3,1
12133166,Hu?nh Nh?t Tri?u,7540209C,16.75,0.36000001,279,2012,3,1
12133167,Phan Hi?u Di?m,7480108A,22.25,6.5799999,3594,2012,2,3
12133168,V? Hoài  Tài,7510301A,19.5,0.31999999,4107,2012,3,3
12133169,V? V? Ng?c,7510106,27.25,9.3999996,2176,2012,4,2
12133170,Bùi Thành Hòa,7510406C,26.5,5.0100002,3513,2012,4,1
12133171,??ng Th?o H?i,7510302C,22.25,8.4799995,2177,2012,4,2
12133172,Lê Ng?c ??t,7480203,17.25,3.79,1624,2012,4,1
12133173,Ngô Khánh Khuê,7510303A,16.25,5.5300002,2758,2012,4,3
12133174,D??ng ?ình Vi?t,7510301C,15.5,2.77,49,2012,4,3
12133175,V? Hi?u Nam,7510301A,15.5,7.3400002,1823,2012,2,1
12133176,H? ??c Tín,7510202,28.75,7.5599999,2454,2012,1,2
12133177,Nguy?n Nh? L?i,7510205C,24.75,5.2800002,1602,2012,3,1
12133178,Phan Ái ??t,7510206C,17.75,4.9299998,1099,2012,4,1
12133179,Tr?n Minh Tín,7140231,25.75,4.5999999,1075,2012,4,2
12133180,Tr?n Hi?u An,7580103,28.75,8.5100002,1696,2012,3,3
12133181,?? Ng?c Thành,7480118,21.5,5.5500002,1345,2012,3,3
12133182,Nguy?n Trâm  Tài,7480203,28.5,7.79,1236,2012,4,1
12133183,??ng B?o Phong,7510302,17.5,5.1100001,147,2012,4,3
12133184,Nguy?n Ng?c H?i,7520117,28.75,8.1999998,1014,2012,2,2
12133185,D??ng Hi?u Hoàng,7510102A,15.5,8.4300003,309,2012,4,1
12133186,?? Hoài Toàn,7540209,25.25,8.4399996,610,2012,4,2
12133187,Hu?nh Mai Thành,7510601A,28.75,0.41,2083,2012,1,3
12133188,Bùi Hoài L?c,7480108,27.25,0.98000002,2994,2012,1,2
12133189,D??ng Ng?c Bích,7510801C,25.5,6.1799998,943,2012,3,2
12133190,Tr?n Thành Long,7510601C,23.5,5.2199998,709,2012,3,1
12133191,V? Vi Bình,7510601A,23.75,9.5,3940,2012,3,2
12133192,??ng M?nh Ái,7510302N,19.75,2.4400001,4096,2012,4,1
12133193,Ngô Gia Sang,7480118,21.25,7.1799998,464,2012,2,3
12133194,Tr?n Hi?u Khanh,7480203,22.5,7.5500002,1869,2012,1,1
12133195,Lý Duy Châu,7510202,16.5,9.0100002,3724,2012,2,2
12133196,Nguy?n Ái Khoa,7210404C,23.25,4.8600001,3455,2012,2,2
12133197,Nguy?n ??c Nhân,7540209,27.5,2.04,811,2012,4,2
12133198,H? Y?n Hoàng,7480118,15.25,4.6999998,3722,2012,2,1
12133199,Nguy?n Công H?i,7510605,25.25,2.8099999,4039,2012,1,3
12133200,Phan Hoàng Khoa,7540101,16.75,9.9899998,2050,2012,4,1
12133201,Tr?n Anh ?an,7340301C,29.75,8.1700001,2670,2012,1,3
12133202,V? Gia Nguy?t,7480203,25.5,6.4499998,797,2012,3,2
12133203,??ng An Dung,7540101,22.75,3.3199999,993,2012,2,3
12133204,H? H?i Lâm,7510302,21.25,8.6899996,3571,2012,1,1
12133205,Nguy?n Khánh Toàn,7510202A,22.75,4.52,1833,2012,3,2
12133206,D??ng Hoàng Nhân,7510801C,15.25,8.7799997,3271,2012,2,1
12133207,Lê Vân Dung,7510203,15.5,5.46,1927,2012,4,3
12133208,Lý Trâm Khanh,7510605,27.75,6.73,3296,2012,4,2
12133209,?? Minh Vi?t,7510605,21.25,5.8400002,2777,2012,3,2
12133210,Bùi Huy L?c,7510301C,20.5,5.6999998,1267,2012,4,2
12133211,H? ?ình Tri?u,7510203,26.25,7.3899999,3553,2012,4,2
12133212,Ph?m Ng?c ?an,7810202,20.75,2.5599999,2828,2012,4,2
12133213,Bùi Hoài H?u,7480203,24.5,8.2600002,2180,2012,2,3
12133214,Hu?nh Mai Hòa,7480118,15.5,9.5699997,269,2012,4,2
12133215,Bùi Qu?nh Mi,7510402,18.25,4.6199999,1141,2012,4,2
12133216,Ph?m Duy Bích,7510102,19.25,9.7200003,3664,2012,1,2
12133217,Ngô Thi?n Khang,7510303,20.75,4.29,3639,2012,3,1
12133218,Nguy?n Ái C?nh,7510302A,22.5,8.7799997,1827,2012,1,2
12133219,?? Mai Di?m,7510102,24.75,6.00E-02,2851,2012,4,1
12133220,H? B?o Ngân,7510202A,25.5,5.3099999,1586,2012,3,3
12133221,Lê Anh S?n,1510201C,24.25,7.79,545,2012,1,2
12133222,??ng Y?n  Tài,7510106,19.75,3.0599999,2224,2012,3,2
12133223,?? Huy L?c,7480118,25.75,1.9400001,1785,2012,4,1
12133224,Phan H?i Ân,7510601A,29.5,3.9000001,3758,2012,1,2
12133225,Bùi Hoàng Hông,7510605,21.75,9.3999996,3722,2012,4,3
12133226,Ngô Xuân Lâm,7540101A,27.75,9.9099998,3061,2012,3,3
12133227,?? Huy Di?m,7510406,25.75,3.1700001,3264,2012,4,3
12133228,Hoàng Nh? Khuê,7340301C,27.5,4.3099999,2109,2012,1,2
12133229,Tr?n Yên Tri?u,7510102C,28.25,7.1100001,550,2012,3,1
12133230,V? Qu?nh Hi?n,7510205A,28.75,4.04,3643,2012,2,2
12133231,H? Thi?n B?ng,7510202C,23.5,2.7,1077,2012,2,1
12133232,Hoàng ??c Lâm,7510801C,24.75,3.1199999,2467,2012,2,3
12133233,Hu?nh Vân M?nh,7480201C,29.75,5.6599998,1007,2012,4,3
12133234,Hu?nh Nh?t Sang,7510203,22.25,4.6999998,1081,2012,4,1
12133235,Lý Khánh Tín,7510102,23.25,6.9400001,1652,2012,2,1
12133236,D??ng Thành Kh?i,7510401,21.25,0.55000001,3080,2012,3,1
12133237,Lê Anh Ngân,7510205,17.5,1.7,76,2012,1,2
12133238,D??ng B?o Khang,7340301C,21.25,8.7600002,2449,2012,1,1
12133239,Phan Công Bích,1510201C,18.75,9.9200001,3767,2012,1,1
12133240,V? Nh? Giang,7510202,19.5,0.38,3673,2012,1,1
12133241,Hoàng Vi H?nh,7510209,26.5,7.4699998,1590,2012,4,2
12133242,Ngô Vi Vi?t,7480201,20.75,8.4499998,959,2012,2,3
12133243,Phan Lan Th?ch,7810202,15.5,7.1500001,1829,2012,3,3
12133244,Tr?n Thi?n Ph??ng,7510201A,25.75,6.4099998,1739,2012,2,2
12133245,Lê Nh?t Ph??ng,7480201C,27.5,3.3199999,73,2012,4,3
12133246,Ph?m Mai Nam,7520117,17.75,9.6599998,3122,2012,4,1
12133247,Lý Anh Lâm,7510201A,25.5,5.02,3868,2012,4,1
12133248,Lê Qu?nh Sang,7510102C,27.5,7.9899998,570,2012,3,1
12133249,Nguy?n Y?n Châu,7510205C,15.25,8.04,1967,2012,1,1
12133250,Ngô ??c An,7510201A,28.75,1.54,1155,2012,3,2
12133251,V? Qu?nh Mai,7510801C,19.5,3.3399999,3631,2012,2,3
12133252,H? Yên Thiên,7480108A,15.75,3.04,2842,2012,4,3
12133253,V? H?i H?i,7510203A,20.75,9.3500004,2714,2012,3,3
12133254,Ngô Ng?c Bình,7580205,19.5,5.3800001,785,2012,2,3
12133255,V? Vi B?ng,7510301,21.5,1.67,1804,2012,4,3
12133256,Ngô Duy Khôi,7510303C,24.5,6.0700002,2562,2012,1,1
12133257,Phan Huy Vi?t,7540209,25.75,2.5899999,1370,2012,3,3
12133258,??ng Minh Sinh,7810202,27.5,8.8599997,957,2012,1,2
12133259,Tr?n Thanh Lâm,7510201,18.75,7.6199999,1986,2012,3,2
12133260,Ph?m Th?y M?nh,7510303C,18.25,7.4000001,2013,2012,3,2
12133261,Phan Ái Vi?t,1510201C,25.25,5.96,2548,2012,3,1
12133262,V? Thu Di?m,7510301C,29.25,4.52,1407,2012,1,3
12133263,Hu?nh Mai Tú,7510206A,16.5,1.9,4047,2012,2,3
12133264,Phan Xuân ??c,7510302N,17.75,2.3900001,1208,2012,4,2
12133265,Tr?n Xuân Dung,7510406,21.75,7.9699998,1593,2012,3,2
12133266,Hoàng Qu?nh Sinh,7510102,27.75,5.0300002,1519,2012,4,1
12133267,Hu?nh Vi Khuê,7510208,24.25,5.77,1164,2012,1,3
12133268,Lê An Trung,7510302N,15.5,8.8800001,2467,2012,4,2
12133269,D??ng Ái Hà,7210403,27.5,4.5500002,3168,2012,1,2
12133270,Ngô ?ình Hi?n,7510601C,28.25,2.4400001,1067,2012,2,3
12133271,Tr?n Minh Nguy?t,7510205A,25.75,8.7700005,1079,2012,2,1
12133272,V? Lan Hà,7510401,25.5,1.5700001,3342,2012,1,3
12133273,?? Duy Thành,7520117,24.25,8.6199999,3640,2012,4,3
12133274,Ph?m Thanh S?n,7520212,20.5,7.6199999,503,2012,2,3
12133275,Hoàng H?i Minh,7510202A,19.25,6.1999998,2476,2012,1,1
12133276,Nguy?n An Toàn,7510401C,23.75,6.6999998,3613,2012,3,3
12133277,Bùi ?ình ??t,7510202A,25.25,0.31999999,1384,2012,2,3
12133278,?? Kh?i ?ào,7510203A,28.75,9.3800001,2239,2012,3,2
12133279,Lý Hi?u Hi?n,7510205C,27.5,5.27,2084,2012,3,2
12133280,Ph?m Trâm Linh,7480118,28.25,0.38999999,3490,2012,1,3
12133281,Lê Thi?n Ng?c,7510203,19.25,2.8900001,635,2012,3,1
12133282,Hoàng Anh ?an,7510208,21.5,5.4099998,281,2012,1,1
12133283,?? Ái An,7510302N,22.25,2.1199999,2847,2012,1,3
12133284,Phan Qu?nh Lan,7510301A,26.25,5.8499999,304,2012,2,2
12133285,V? Ng?c Hòa,7510605,17.75,8.4899998,1334,2012,4,1
12133286,??ng Duy Di?m,7580103,26.5,9.3900003,2956,2012,2,1
12133287,?? Tu?n Kh?i,7480108A,21.25,1.3200001,897,2012,2,3
12133288,Bùi Lan Thành,7510401C,19.75,5.1999998,2025,2012,4,2
12133289,Ph?m Anh An,7510401,24.75,4.1399999,1219,2012,2,2
12133290,Phan Hi?u Linh,7510401,17.25,5.0500002,1993,2012,3,2
12133291,Ngô ?ình Khuê,7510201A,21.5,3.5,3982,2012,1,1
12133292,??ng Gia H?i,7210404,23.25,0.58999997,1469,2012,1,2
12133293,Ph?m M?nh Mai,7510302,22.5,3.79,1965,2012,3,2
12133294,Lê Mai Tú,7510303A,18.75,7.52,1550,2012,4,3
12133295,Lý Y?n M?nh,7510205A,16.25,2.99,882,2012,4,3
12133296,H? Minh Tín,7540101A,27.5,8.5699997,3101,2012,2,3
12133297,??ng ??c Minh,7140231,29.75,8.8400002,3053,2012,1,1
12133298,Nguy?n Huy Th?ch,7480203,21.25,6.29,1561,2012,1,1
12133299,Ngô Hoài Mi,7510301,19.75,2.1900001,2722,2012,3,2
12133300,Hoàng B?o Phong,7520117,17.75,8.6800003,3712,2012,4,1
12133301,??ng Qu?nh S?n,7540209,19.75,6.29,1877,2012,3,3
12133302,V? Kh?i ??c,7510303,20.25,1.00E-02,3084,2012,1,1
12133303,Ph?m Thanh Nhân,7510303,15.75,1.35,1988,2012,2,2
12133304,Phan Huy Tri?u,7510202N,21.75,9.25,2650,2012,1,2
12133305,Phan Nh?t M?nh,7510303C,19.25,4.02,1088,2012,2,3
12133306,Hoàng B?o ?an,7510203,22.75,1,1970,2012,1,1
12133307,??ng Vi Hoàng,7510302N,22.5,9.3900003,3805,2012,4,1
12133308,Nguy?n ??c ?an,7510205C,29.25,8.3199997,3232,2012,4,3
12133309,Nguy?n Th?y Thiên,7510209,21.25,7.8899999,4006,2012,3,2
12133310,H? An Di?m,7540101A,21.5,2.76,3883,2012,4,3
12133311,Tr?n Nh? Lam,7510206C,26.5,7.8600001,804,2012,1,2
12133312,Hoàng Vân Thành,7540101,27.25,9.2700005,3339,2012,4,1
12133313,H? Mai Linh,7510303C,17.5,3.24,297,2012,2,2
12133314,V? Công Kh?i,7540101A,25.75,0.93000001,3087,2012,1,1
12133315,??ng Hi?u Hà,7540101A,15.75,9.3299999,433,2012,1,1
12133316,??ng Minh Dung,7480108A,29.75,0.18000001,1107,2012,4,3
12133317,Lê Th?y Hà,7480118,26.25,9.4200001,2658,2012,1,3
12133318,D??ng Th?y Nguy?t,7510102C,24.75,5.1599998,1771,2012,1,1
12133319,Ph?m Qu?nh Hà,7510106,16.25,6.27,909,2012,4,3
12133320,Ph?m M?nh Ân,7480201,26.75,5.3200002,3014,2012,4,2
12133321,Bùi Th?o Hòa,7480201A,27.75,3.0599999,3126,2012,3,2
12133322,D??ng An Khoa,7480118,19.75,3.4400001,1658,2012,2,1
12133323,Tr?n Nh?t Kh?i,7480203,23.25,1.52,3967,2012,1,2
12133324,D??ng Công Khoa,7480201,21.25,6.2600002,1911,2012,3,3
12133325,Bùi Khánh Hông,7510203C,23.5,1.62,3850,2012,3,2
12133326,Lê Thành Hà,7549002,26.5,6.4499998,175,2012,3,3
12133327,Phan ??c H?u,7340301C,15.75,0.33000001,1881,2012,3,1
12133328,Hoàng Thanh Tri?u,7510208,19.25,7.9899998,3828,2012,1,1
12133329,Ngô Huy Hông,7580101,21.75,3.8299999,329,2012,3,3
12133330,Nguy?n Minh Hoa,7510801C,18.75,9.4899998,4022,2012,3,3
12133331,Ngô Qu?nh H?i,7480201A,26.5,1.97,3712,2012,2,1
12133332,Hoàng ??c H?nh,7480108A,16.5,7.3000002,248,2012,1,3
12133333,Ph?m Qu?nh Bích,7810202,21.5,0.52999997,3385,2012,2,3
12133334,?? Lan Khôi,7510202A,28.25,1.96,2003,2012,4,1
12133335,Ph?m Tu?n Giang,7810202,28.5,2.24,2222,2012,2,2
12133336,Hu?nh Lan Khuê,7510401C,15.5,7.5700002,1673,2012,1,2
12133337,Ph?m Thi?n Ph??ng,7510202A,20.5,9.46,2163,2012,2,1
12133338,Ph?m Xuân Ân,7510202A,21.75,2.1900001,2005,2012,2,1
12133339,??ng ?ình Kh?i,7340122,24.75,0.50999999,4073,2012,1,3
12133340,Hu?nh Anh Hà,7510302N,16.75,9.2399998,3540,2012,1,3
12133341,V? Qu?nh Lam,7510209,23.25,6.3099999,3501,2012,1,2
12133342,Phan Gia L?i,7810202,23.25,3.8,1470,2012,4,2
12133343,H? B?o ??t,7510106,29.5,7.5300002,2522,2012,1,3
12133344,?? Ái Nhi,7510201A,18.5,6.6399999,4095,2012,3,1
12133345,Tr?n Thu H?u,7340301C,27.75,8.3400002,674,2012,1,3
